Loading pytorch-gpu/py3/2.3.1
  Loading requirement: cuda/12.4.1 nccl/2.21.5-1-cuda cudnn/9.2.0.82-cuda
    gcc/11.5.0 openmpi/4.1.5-cuda intel-oneapi-mkl/2024.1 magma/2.8.0-cuda
    sox/14.4.2 hdf5/1.12.0-mpi-cuda libjpeg-turbo/2.1.3 ffmpeg/6.1.1
/lustre/fshomisc/sup/pub/anaconda-py3/h100/2024.06/envs/pytorch-gpu-2.3.1+py3.11.9/lib/python3.11/site-packages/torchvision-0.18.1a0+126fc22-py3.11-linux-x86_64.egg/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: ''If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn(
/lustre/fshomisc/sup/pub/anaconda-py3/h100/2024.06/envs/pytorch-gpu-2.3.1+py3.11.9/lib/python3.11/site-packages/torchvision-0.18.1a0+126fc22-py3.11-linux-x86_64.egg/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: ''If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn(
⚙️ Using FACTOR: 1.0
⚙️ World size: 2
✅ Data, Model, and Optimizer initialized.
💾 Checkpoint will be saved as: flow_models/model_20260519_201605.ckpt
✅ Data loaded: 70000 samples, 136 batches per process.
🔥 Starting Training for 5 epochs...
Epoch 1/5 | step 1 | batch 1/136 | loss 0.1615
Epoch 1/5 | step 71 | batch 71/136 | loss -0.9729
Epoch 1/5 | step 72 | batch 72/136 | loss -0.9694
Epoch 1/5 | step 73 | batch 73/136 | loss -0.9259
Epoch 1/5 | step 74 | batch 74/136 | loss -0.9238
Epoch 1/5 | step 75 | batch 75/136 | loss -0.9422
Epoch 1/5 | step 76 | batch 76/136 | loss -0.9483
Epoch 1/5 | step 77 | batch 77/136 | loss -0.9471
Epoch 1/5 | step 78 | batch 78/136 | loss -0.9484
Epoch 1/5 | step 79 | batch 79/136 | loss -0.9232
Epoch 1/5 | step 80 | batch 80/136 | loss -0.9334
Epoch 1/5 | step 81 | batch 81/136 | loss -0.9543
Epoch 1/5 | step 82 | batch 82/136 | loss -0.9585
Epoch 1/5 | step 83 | batch 83/136 | loss -0.9509
Epoch 1/5 | step 84 | batch 84/136 | loss -0.9791
Epoch 1/5 | step 85 | batch 85/136 | loss -0.9560
Epoch 1/5 | step 86 | batch 86/136 | loss -0.9860
Epoch 1/5 | step 87 | batch 87/136 | loss -0.9674
Epoch 1/5 | step 88 | batch 88/136 | loss -0.9694
Epoch 1/5 | step 89 | batch 89/136 | loss -0.9846
Epoch 1/5 | step 90 | batch 90/136 | loss -0.9800
Epoch 1/5 | step 91 | batch 91/136 | loss -0.9589
Epoch 1/5 | step 92 | batch 92/136 | loss -0.9861
Epoch 1/5 | step 93 | batch 93/136 | loss -0.9927
Epoch 1/5 | step 94 | batch 94/136 | loss -0.9855
Epoch 1/5 | step 95 | batch 95/136 | loss -1.0051
Epoch 1/5 | step 96 | batch 96/136 | loss -1.0000
Epoch 1/5 | step 97 | batch 97/136 | loss -0.9894
Epoch 1/5 | step 98 | batch 98/136 | loss -1.0046
Epoch 1/5 | step 99 | batch 99/136 | loss -0.9925
Epoch 1/5 | step 100 | batch 100/136 | loss -1.0092
Epoch 1/5 | step 101 | batch 101/136 | loss -0.9854
Epoch 1/5 | step 102 | batch 102/136 | loss -1.0274
Epoch 1/5 | step 103 | batch 103/136 | loss -0.9962
Epoch 1/5 | step 104 | batch 104/136 | loss -1.0033
Epoch 1/5 | step 105 | batch 105/136 | loss -1.0192
Epoch 1/5 | step 106 | batch 106/136 | loss -1.0048
Epoch 1/5 | step 107 | batch 107/136 | loss -1.0225
Epoch 1/5 | step 108 | batch 108/136 | loss -1.0170
Epoch 1/5 | step 109 | batch 109/136 | loss -0.9985
Epoch 1/5 | step 110 | batch 110/136 | loss -1.0274
Epoch 1/5 | step 111 | batch 111/136 | loss -1.0200
Epoch 1/5 | step 112 | batch 112/136 | loss -1.0221
Epoch 1/5 | step 113 | batch 113/136 | loss -1.0351
Epoch 1/5 | step 114 | batch 114/136 | loss -1.0137
Epoch 1/5 | step 115 | batch 115/136 | loss -1.0342
Epoch 1/5 | step 116 | batch 116/136 | loss -1.0348
Epoch 1/5 | step 117 | batch 117/136 | loss -1.0346
Epoch 1/5 | step 118 | batch 118/136 | loss -1.0460
Epoch 1/5 | step 119 | batch 119/136 | loss -1.0423
Epoch 1/5 | step 120 | batch 120/136 | loss -1.0277
Epoch 1/5 | step 121 | batch 121/136 | loss -1.0428
Epoch 1/5 | step 122 | batch 122/136 | loss -1.0601
Epoch 1/5 | step 123 | batch 123/136 | loss -1.0425
Epoch 1/5 | step 124 | batch 124/136 | loss -1.0673
Epoch 1/5 | step 125 | batch 125/136 | loss -1.0607
Epoch 1/5 | step 126 | batch 126/136 | loss -1.0482
Epoch 1/5 | step 127 | batch 127/136 | loss -1.0659
Epoch 1/5 | step 128 | batch 128/136 | loss -1.0502
Epoch 1/5 | step 129 | batch 129/136 | loss -1.0814
Epoch 1/5 | step 130 | batch 130/136 | loss -1.0650
Epoch 1/5 | step 131 | batch 131/136 | loss -1.0616
Epoch 1/5 | step 132 | batch 132/136 | loss -1.1010
Epoch 1/5 | step 133 | batch 133/136 | loss -1.0734
Epoch 1/5 | step 134 | batch 134/136 | loss -1.0772
Epoch 1/5 | step 135 | batch 135/136 | loss -1.0791
Epoch 1/5 | step 136 | batch 136/136 | loss -1.0712
Epoch 1 done | avg loss: -0.8555 | prior_var_mean: 1.0010
Epoch 2/5 | step 137 | batch 1/136 | loss -1.0996
Epoch 2/5 | step 138 | batch 2/136 | loss -1.0700
Epoch 2/5 | step 139 | batch 3/136 | loss -1.0926
Epoch 2/5 | step 140 | batch 4/136 | loss -1.0939
Epoch 2/5 | step 141 | batch 5/136 | loss -1.1035
Epoch 2/5 | step 142 | batch 6/136 | loss -1.0764
Epoch 2/5 | step 143 | batch 7/136 | loss -1.1114
Epoch 2/5 | step 144 | batch 8/136 | loss -1.1164
Epoch 2/5 | step 145 | batch 9/136 | loss -1.1024
Epoch 2/5 | step 146 | batch 10/136 | loss -1.1295
Epoch 2/5 | step 147 | batch 11/136 | loss -1.1241
Epoch 2/5 | step 148 | batch 12/136 | loss -1.1139
Epoch 2/5 | step 149 | batch 13/136 | loss -1.1077
Epoch 2/5 | step 150 | batch 14/136 | loss -1.1200
Epoch 2/5 | step 151 | batch 15/136 | loss -1.1168
Epoch 2/5 | step 152 | batch 16/136 | loss -1.0738
Epoch 2/5 | step 153 | batch 17/136 | loss -1.1330
Epoch 2/5 | step 154 | batch 18/136 | loss -1.0280
Epoch 2/5 | step 155 | batch 19/136 | loss -1.0778
Epoch 2/5 | step 156 | batch 20/136 | loss -1.0026
Epoch 2/5 | step 157 | batch 21/136 | loss -1.0745
Epoch 2/5 | step 158 | batch 22/136 | loss -1.1412
Epoch 2/5 | step 159 | batch 23/136 | loss -1.0757
Epoch 2/5 | step 160 | batch 24/136 | loss -1.1317
Epoch 2/5 | step 161 | batch 25/136 | loss -1.0916
Epoch 2/5 | step 162 | batch 26/136 | loss -1.0724
Epoch 2/5 | step 163 | batch 27/136 | loss -1.1215
Epoch 2/5 | step 164 | batch 28/136 | loss -1.1309
Epoch 2/5 | step 165 | batch 29/136 | loss -1.1177
Epoch 2/5 | step 166 | batch 30/136 | loss -1.1069
Epoch 2/5 | step 167 | batch 31/136 | loss -1.1466
Epoch 2/5 | step 168 | batch 32/136 | loss -1.1217
Epoch 2/5 | step 169 | batch 33/136 | loss -1.1171
Epoch 2/5 | step 170 | batch 34/136 | loss -1.1599
Epoch 2/5 | step 171 | batch 35/136 | loss -1.1342
Epoch 2/5 | step 172 | batch 36/136 | loss -1.1409
Epoch 2/5 | step 173 | batch 37/136 | loss -1.1611
Epoch 2/5 | step 174 | batch 38/136 | loss -1.1397
Epoch 2/5 | step 175 | batch 39/136 | loss -1.1691
Epoch 2/5 | step 176 | batch 40/136 | loss -1.1628
Epoch 2/5 | step 177 | batch 41/136 | loss -1.1660
Epoch 2/5 | step 178 | batch 42/136 | loss -1.1609
Epoch 2/5 | step 179 | batch 43/136 | loss -1.1559
Epoch 2/5 | step 180 | batch 44/136 | loss -1.1582
Epoch 2/5 | step 181 | batch 45/136 | loss -1.1415
Epoch 2/5 | step 182 | batch 46/136 | loss -1.1501
Epoch 2/5 | step 183 | batch 47/136 | loss -1.1650
Epoch 2/5 | step 184 | batch 48/136 | loss -1.1584
Epoch 2/5 | step 185 | batch 49/136 | loss -1.1482
Epoch 2/5 | step 186 | batch 50/136 | loss -1.1729
Epoch 2/5 | step 187 | batch 51/136 | loss -1.1740
Epoch 2/5 | step 188 | batch 52/136 | loss -1.1725
Epoch 2/5 | step 189 | batch 53/136 | loss -1.1732
Epoch 2/5 | step 190 | batch 54/136 | loss -1.1784
Epoch 2/5 | step 191 | batch 55/136 | loss -1.1880
Epoch 2/5 | step 192 | batch 56/136 | loss -1.1944
Epoch 2/5 | step 193 | batch 57/136 | loss -1.2032
Epoch 2/5 | step 194 | batch 58/136 | loss -1.1955
Epoch 2/5 | step 195 | batch 59/136 | loss -1.1850
Epoch 2/5 | step 196 | batch 60/136 | loss -1.2195
Epoch 2/5 | step 197 | batch 61/136 | loss -1.1888
Epoch 2/5 | step 198 | batch 62/136 | loss -1.1786
Epoch 2/5 | step 199 | batch 63/136 | loss -1.1955
Epoch 2/5 | step 200 | batch 64/136 | loss -1.2036
Epoch 2/5 | step 201 | batch 65/136 | loss -1.2073
Epoch 2/5 | step 202 | batch 66/136 | loss -1.1969
Epoch 2/5 | step 203 | batch 67/136 | loss -1.2153
Epoch 2/5 | step 204 | batch 68/136 | loss -1.2103
Epoch 2/5 | step 205 | batch 69/136 | loss -1.2367
Epoch 2/5 | step 206 | batch 70/136 | loss -1.2020
Epoch 2/5 | step 207 | batch 71/136 | loss -1.2091
Epoch 2/5 | step 208 | batch 72/136 | loss -1.2446
Epoch 2/5 | step 209 | batch 73/136 | loss -1.1904
Epoch 2/5 | step 210 | batch 74/136 | loss -1.2039
Epoch 2/5 | step 211 | batch 75/136 | loss -1.1962
Epoch 2/5 | step 212 | batch 76/136 | loss -1.1665
Epoch 2/5 | step 213 | batch 77/136 | loss -1.1644
Epoch 2/5 | step 214 | batch 78/136 | loss -1.1868
Epoch 2/5 | step 215 | batch 79/136 | loss -1.1842
Epoch 2/5 | step 216 | batch 80/136 | loss -1.1751
Epoch 2/5 | step 217 | batch 81/136 | loss -1.2159
Epoch 2/5 | step 218 | batch 82/136 | loss -1.2015
Epoch 2/5 | step 219 | batch 83/136 | loss -1.2090
Epoch 2/5 | step 220 | batch 84/136 | loss -1.2059
Epoch 2/5 | step 221 | batch 85/136 | loss -1.2227
Epoch 2/5 | step 222 | batch 86/136 | loss -1.2121
Epoch 2/5 | step 223 | batch 87/136 | loss -1.2140
Epoch 2/5 | step 224 | batch 88/136 | loss -1.2257
Epoch 2/5 | step 225 | batch 89/136 | loss -1.2079
Epoch 2/5 | step 226 | batch 90/136 | loss -1.2158
Epoch 2/5 | step 227 | batch 91/136 | loss -1.2263
Epoch 2/5 | step 228 | batch 92/136 | loss -1.2234
Epoch 2/5 | step 229 | batch 93/136 | loss -1.2180
Epoch 2/5 | step 230 | batch 94/136 | loss -1.2416
Epoch 2/5 | step 231 | batch 95/136 | loss -1.2165
Epoch 2/5 | step 232 | batch 96/136 | loss -1.2115
Epoch 2/5 | step 233 | batch 97/136 | loss -1.2129
Epoch 2/5 | step 234 | batch 98/136 | loss -1.2327
Epoch 2/5 | step 235 | batch 99/136 | loss -1.2330
Epoch 2/5 | step 236 | batch 100/136 | loss -1.2267
Epoch 2/5 | step 237 | batch 101/136 | loss -1.2315
Epoch 2/5 | step 238 | batch 102/136 | loss -1.2335
Epoch 2/5 | step 239 | batch 103/136 | loss -1.1943
Epoch 2/5 | step 240 | batch 104/136 | loss -1.2270
Epoch 2/5 | step 241 | batch 105/136 | loss -1.2489
Epoch 2/5 | step 242 | batch 106/136 | loss -1.2128
Epoch 2/5 | step 243 | batch 107/136 | loss -1.2255
Epoch 2/5 | step 244 | batch 108/136 | loss -1.2404
Epoch 2/5 | step 245 | batch 109/136 | loss -1.2336
Epoch 2/5 | step 246 | batch 110/136 | loss -1.2406
Epoch 2/5 | step 247 | batch 111/136 | loss -1.2144
Epoch 2/5 | step 248 | batch 112/136 | loss -1.2092
Epoch 2/5 | step 249 | batch 113/136 | loss -1.1758
Epoch 2/5 | step 250 | batch 114/136 | loss -1.2152
Epoch 2/5 | step 251 | batch 115/136 | loss -1.1617
Epoch 2/5 | step 252 | batch 116/136 | loss -1.1949
Epoch 2/5 | step 253 | batch 117/136 | loss -1.1791
Epoch 2/5 | step 254 | batch 118/136 | loss -1.2148
Epoch 2/5 | step 255 | batch 119/136 | loss -1.2263
Epoch 2/5 | step 256 | batch 120/136 | loss -1.2010
Epoch 2/5 | step 257 | batch 121/136 | loss -1.2254
Epoch 2/5 | step 258 | batch 122/136 | loss -1.1876
Epoch 2/5 | step 259 | batch 123/136 | loss -1.2115
Epoch 2/5 | step 260 | batch 124/136 | loss -1.2178
Epoch 2/5 | step 261 | batch 125/136 | loss -1.1900
Epoch 2/5 | step 262 | batch 126/136 | loss -1.2391
Epoch 2/5 | step 263 | batch 127/136 | loss -1.2144
Epoch 2/5 | step 264 | batch 128/136 | loss -1.2040
Epoch 2/5 | step 265 | batch 129/136 | loss -1.2294
Epoch 2/5 | step 266 | batch 130/136 | loss -1.2252
Epoch 2/5 | step 267 | batch 131/136 | loss -1.2082
Epoch 2/5 | step 268 | batch 132/136 | loss -1.2392
Epoch 2/5 | step 269 | batch 133/136 | loss -1.2476
Epoch 2/5 | step 270 | batch 134/136 | loss -1.2607
Epoch 2/5 | step 271 | batch 135/136 | loss -1.2524
Epoch 2/5 | step 272 | batch 136/136 | loss -1.2604
Epoch 2 done | avg loss: -1.1775 | prior_var_mean: 0.9963
Epoch 3/5 | step 273 | batch 1/136 | loss -1.2628
Epoch 3/5 | step 274 | batch 2/136 | loss -1.2328
Epoch 3/5 | step 275 | batch 3/136 | loss -1.2538
Epoch 3/5 | step 276 | batch 4/136 | loss -1.2544
Epoch 3/5 | step 277 | batch 5/136 | loss -1.2460
Epoch 3/5 | step 278 | batch 6/136 | loss -1.2677
Epoch 3/5 | step 279 | batch 7/136 | loss -1.2614
Epoch 3/5 | step 280 | batch 8/136 | loss -1.2466
Epoch 3/5 | step 281 | batch 9/136 | loss -1.2762
Epoch 3/5 | step 282 | batch 10/136 | loss -1.2678
Epoch 3/5 | step 283 | batch 11/136 | loss -1.2362
Epoch 3/5 | step 284 | batch 12/136 | loss -1.2530
Epoch 3/5 | step 285 | batch 13/136 | loss -1.2681
Epoch 3/5 | step 286 | batch 14/136 | loss -1.2629
Epoch 3/5 | step 287 | batch 15/136 | loss -1.2766
Epoch 3/5 | step 288 | batch 16/136 | loss -1.2571
Epoch 3/5 | step 289 | batch 17/136 | loss -1.2277
Epoch 3/5 | step 290 | batch 18/136 | loss -1.2527
Epoch 3/5 | step 291 | batch 19/136 | loss -1.2579
Epoch 3/5 | step 292 | batch 20/136 | loss -1.2746
Epoch 3/5 | step 293 | batch 21/136 | loss -1.2604
Epoch 3/5 | step 294 | batch 22/136 | loss -1.2496
Epoch 3/5 | step 295 | batch 23/136 | loss -1.2371
Epoch 3/5 | step 296 | batch 24/136 | loss -1.2743
Epoch 3/5 | step 297 | batch 25/136 | loss -1.2423
Epoch 3/5 | step 298 | batch 26/136 | loss -1.2403
Epoch 3/5 | step 299 | batch 27/136 | loss -1.2496
Epoch 3/5 | step 300 | batch 28/136 | loss -1.2593
Epoch 3/5 | step 301 | batch 29/136 | loss -1.2651
Epoch 3/5 | step 302 | batch 30/136 | loss -1.2502
Epoch 3/5 | step 303 | batch 31/136 | loss -1.2678
Epoch 3/5 | step 304 | batch 32/136 | loss -1.2479
Epoch 3/5 | step 305 | batch 33/136 | loss -1.2568
Epoch 3/5 | step 306 | batch 34/136 | loss -1.2650
Epoch 3/5 | step 307 | batch 35/136 | loss -1.2516
Epoch 3/5 | step 308 | batch 36/136 | loss -1.2569
Epoch 3/5 | step 309 | batch 37/136 | loss -1.2360
Epoch 3/5 | step 310 | batch 38/136 | loss -1.2595
Epoch 3/5 | step 311 | batch 39/136 | loss -1.2671
Epoch 3/5 | step 312 | batch 40/136 | loss -1.2368
Epoch 3/5 | step 313 | batch 41/136 | loss -1.2805
Epoch 3/5 | step 314 | batch 42/136 | loss -1.2476
Epoch 3/5 | step 315 | batch 43/136 | loss -1.2595
Epoch 3/5 | step 316 | batch 44/136 | loss -1.2630
Epoch 3/5 | step 317 | batch 45/136 | loss -1.2574
Epoch 3/5 | step 318 | batch 46/136 | loss -1.2711
Epoch 3/5 | step 319 | batch 47/136 | loss -1.2959
Epoch 3/5 | step 320 | batch 48/136 | loss -1.2758
Epoch 3/5 | step 321 | batch 49/136 | loss -1.2717
Epoch 3/5 | step 322 | batch 50/136 | loss -1.2942
Epoch 3/5 | step 323 | batch 51/136 | loss -1.2768
Epoch 3/5 | step 324 | batch 52/136 | loss -1.2602
Epoch 3/5 | step 325 | batch 53/136 | loss -1.2668
Epoch 3/5 | step 326 | batch 54/136 | loss -1.2831
Epoch 3/5 | step 327 | batch 55/136 | loss -1.2592
Epoch 3/5 | step 328 | batch 56/136 | loss -1.2665
Epoch 3/5 | step 329 | batch 57/136 | loss -1.2981
Epoch 3/5 | step 330 | batch 58/136 | loss -1.2972
Epoch 3/5 | step 331 | batch 59/136 | loss -1.2937
Epoch 3/5 | step 332 | batch 60/136 | loss -1.2948
Epoch 3/5 | step 333 | batch 61/136 | loss -1.2850
Epoch 3/5 | step 334 | batch 62/136 | loss -1.2966
Epoch 3/5 | step 335 | batch 63/136 | loss -1.2973
Epoch 3/5 | step 336 | batch 64/136 | loss -1.3032
Epoch 3/5 | step 337 | batch 65/136 | loss -1.2974
Epoch 3/5 | step 338 | batch 66/136 | loss -1.2830
Epoch 3/5 | step 339 | batch 67/136 | loss -1.2767
Epoch 3/5 | step 340 | batch 68/136 | loss -1.2314
Epoch 3/5 | step 341 | batch 69/136 | loss -1.2544
Epoch 3/5 | step 342 | batch 70/136 | loss -1.2266
Epoch 3/5 | step 343 | batch 71/136 | loss -1.2227
Epoch 3/5 | step 344 | batch 72/136 | loss -1.1845
Epoch 3/5 | step 345 | batch 73/136 | loss -1.2662
Epoch 3/5 | step 346 | batch 74/136 | loss -1.2689
Epoch 3/5 | step 347 | batch 75/136 | loss -1.2329
Epoch 3/5 | step 348 | batch 76/136 | loss -1.2783
Epoch 3/5 | step 349 | batch 77/136 | loss -1.2442
Epoch 3/5 | step 350 | batch 78/136 | loss -1.2573
Epoch 3/5 | step 351 | batch 79/136 | loss -1.2738
Epoch 3/5 | step 352 | batch 80/136 | loss -1.2588
Epoch 3/5 | step 353 | batch 81/136 | loss -1.2812
Epoch 3/5 | step 354 | batch 82/136 | loss -1.2820
Epoch 3/5 | step 355 | batch 83/136 | loss -1.2616
Epoch 3/5 | step 356 | batch 84/136 | loss -1.2723
Epoch 3/5 | step 357 | batch 85/136 | loss -1.2698
Epoch 3/5 | step 358 | batch 86/136 | loss -1.2718
Epoch 3/5 | step 359 | batch 87/136 | loss -1.2871
Epoch 3/5 | step 360 | batch 88/136 | loss -1.2711
Epoch 3/5 | step 361 | batch 89/136 | loss -1.2795
Epoch 3/5 | step 362 | batch 90/136 | loss -1.2799
Epoch 3/5 | step 363 | batch 91/136 | loss -1.2708
Epoch 3/5 | step 364 | batch 92/136 | loss -1.2767
Epoch 3/5 | step 365 | batch 93/136 | loss -1.2938
Epoch 3/5 | step 366 | batch 94/136 | loss -1.3162
Epoch 3/5 | step 367 | batch 95/136 | loss -1.2994
Epoch 3/5 | step 368 | batch 96/136 | loss -1.2599
Epoch 3/5 | step 369 | batch 97/136 | loss -1.2793
Epoch 3/5 | step 370 | batch 98/136 | loss -1.3104
Epoch 3/5 | step 371 | batch 99/136 | loss -1.3172
Epoch 3/5 | step 372 | batch 100/136 | loss -1.2736
Epoch 3/5 | step 373 | batch 101/136 | loss -1.2654
Epoch 3/5 | step 374 | batch 102/136 | loss -1.2849
Epoch 3/5 | step 375 | batch 103/136 | loss -1.2695
Epoch 3/5 | step 376 | batch 104/136 | loss -1.3019
Epoch 3/5 | step 377 | batch 105/136 | loss -1.2845
Epoch 3/5 | step 378 | batch 106/136 | loss -1.2427
Epoch 3/5 | step 379 | batch 107/136 | loss -1.2481
Epoch 3/5 | step 380 | batch 108/136 | loss -1.2046
Epoch 3/5 | step 381 | batch 109/136 | loss -1.2966
Epoch 3/5 | step 382 | batch 110/136 | loss -1.2412
Epoch 3/5 | step 383 | batch 111/136 | loss -1.2344
Epoch 3/5 | step 384 | batch 112/136 | loss -1.2894
Epoch 3/5 | step 385 | batch 113/136 | loss -1.2317
Epoch 3/5 | step 386 | batch 114/136 | loss -1.2582
Epoch 3/5 | step 387 | batch 115/136 | loss -1.2801
Epoch 3/5 | step 388 | batch 116/136 | loss -1.2518
Epoch 3/5 | step 389 | batch 117/136 | loss -1.2823
Epoch 3/5 | step 390 | batch 118/136 | loss -1.2735
Epoch 3/5 | step 391 | batch 119/136 | loss -1.2718
Epoch 3/5 | step 392 | batch 120/136 | loss -1.2467
Epoch 3/5 | step 393 | batch 121/136 | loss -1.2983
Epoch 3/5 | step 394 | batch 122/136 | loss -1.2992
Epoch 3/5 | step 395 | batch 123/136 | loss -1.2964
Epoch 3/5 | step 396 | batch 124/136 | loss -1.2966
Epoch 3/5 | step 397 | batch 125/136 | loss -1.2985
Epoch 3/5 | step 398 | batch 126/136 | loss -1.3152
Epoch 3/5 | step 399 | batch 127/136 | loss -1.2980
