timestamp, index, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], temperature.gpu
2026/05/18 20:52:01.540, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 270.59 W, 47
2026/05/18 20:52:02.542, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 314.63 W, 47
2026/05/18 20:52:03.542, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 321.56 W, 47
2026/05/18 20:52:04.544, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 324.27 W, 47
2026/05/18 20:52:05.545, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 329.09 W, 47
2026/05/18 20:52:06.547, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 331.53 W, 48
2026/05/18 20:52:07.548, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 332.45 W, 48
2026/05/18 20:52:08.549, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 338.19 W, 48
2026/05/18 20:52:09.550, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 348.43 W, 48
2026/05/18 20:52:10.551, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 357.48 W, 49
2026/05/18 20:52:11.552, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 352.06 W, 49
2026/05/18 20:52:12.553, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 342.69 W, 48
2026/05/18 20:52:13.554, 0, NVIDIA A100-SXM4-80GB, 99 %, 37 %, 10607 MiB, 81920 MiB, 326.45 W, 48
2026/05/18 20:52:14.555, 0, NVIDIA A100-SXM4-80GB, 99 %, 37 %, 10607 MiB, 81920 MiB, 330.94 W, 48
2026/05/18 20:52:15.556, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 362.30 W, 49
2026/05/18 20:52:16.557, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 357.48 W, 49
2026/05/18 20:52:17.558, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 347.51 W, 49
2026/05/18 20:52:18.559, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 313.10 W, 49
2026/05/18 20:52:19.560, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 304.10 W, 50
2026/05/18 20:52:20.562, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 329.09 W, 50
2026/05/18 20:52:21.563, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 334.56 W, 49
2026/05/18 20:52:22.564, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 334.24 W, 50
2026/05/18 20:52:23.565, 0, NVIDIA A100-SXM4-80GB, 99 %, 37 %, 10607 MiB, 81920 MiB, 315.81 W, 50
2026/05/18 20:52:24.567, 0, NVIDIA A100-SXM4-80GB, 99 %, 37 %, 10607 MiB, 81920 MiB, 314.03 W, 50
2026/05/18 20:52:25.567, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 317.93 W, 50
2026/05/18 20:52:26.567, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 328.50 W, 50
2026/05/18 20:52:27.567, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 350.81 W, 50
2026/05/18 20:52:28.568, 0, NVIDIA A100-SXM4-80GB, 98 %, 35 %, 10607 MiB, 81920 MiB, 359.27 W, 50
2026/05/18 20:52:29.568, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 356.56 W, 51
2026/05/18 20:52:30.568, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 343.01 W, 50
2026/05/18 20:52:31.568, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 340.58 W, 50
2026/05/18 20:52:32.568, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 355.96 W, 50
2026/05/18 20:52:33.569, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 361.70 W, 51
2026/05/18 20:52:34.569, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 355.37 W, 51
2026/05/18 20:52:35.569, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 346.32 W, 51
2026/05/18 20:52:36.569, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 305.58 W, 51
2026/05/18 20:52:37.570, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 335.43 W, 51
2026/05/18 20:52:38.570, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 340.25 W, 51
2026/05/18 20:52:39.570, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 334.83 W, 50
2026/05/18 20:52:40.570, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 329.09 W, 50
2026/05/18 20:52:41.570, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 320.05 W, 50
2026/05/18 20:52:42.571, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 332.72 W, 50
2026/05/18 20:52:43.571, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 328.82 W, 51
2026/05/18 20:52:44.571, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 326.70 W, 51
2026/05/18 20:52:45.571, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 342.10 W, 51
2026/05/18 20:52:46.572, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 359.27 W, 51
2026/05/18 20:52:47.572, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 347.51 W, 51
2026/05/18 20:52:48.572, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 328.23 W, 50
2026/05/18 20:52:49.572, 0, NVIDIA A100-SXM4-80GB, 99 %, 37 %, 10607 MiB, 81920 MiB, 341.77 W, 50
2026/05/18 20:52:50.572, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 352.66 W, 50
2026/05/18 20:52:51.573, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 360.19 W, 50
2026/05/18 20:52:52.573, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 354.77 W, 51
2026/05/18 20:52:53.573, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 343.29 W, 51
2026/05/18 20:52:54.573, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 307.42 W, 51
2026/05/18 20:52:55.574, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 338.79 W, 51
2026/05/18 20:52:56.574, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 323.67 W, 51
2026/05/18 20:52:57.574, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 321.89 W, 50
2026/05/18 20:52:58.574, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 326.70 W, 50
2026/05/18 20:52:59.574, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 316.74 W, 50
2026/05/18 20:53:00.576, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 317.93 W, 51
2026/05/18 20:53:01.577, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 329.41 W, 51
2026/05/18 20:53:02.578, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 339.65 W, 51
2026/05/18 20:53:03.578, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 354.18 W, 51
2026/05/18 20:53:04.579, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 355.96 W, 51
2026/05/18 20:53:05.580, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 358.08 W, 51
2026/05/18 20:53:06.581, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 337.54 W, 50
2026/05/18 20:53:07.582, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 333.64 W, 51
2026/05/18 20:53:08.582, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 336.35 W, 51
2026/05/18 20:53:09.583, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 362.30 W, 51
2026/05/18 20:53:10.584, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 358.08 W, 51
2026/05/18 20:53:11.584, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 346.59 W, 51
2026/05/18 20:53:12.585, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 317.93 W, 51
2026/05/18 20:53:13.585, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 326.11 W, 51
2026/05/18 20:53:14.585, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 321.29 W, 51
2026/05/18 20:53:15.585, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 322.15 W, 50
2026/05/18 20:53:16.586, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 331.53 W, 51
2026/05/18 20:53:17.586, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 120.32 W, 44
2026/05/18 20:53:18.644, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 321.56 W, 49
2026/05/18 20:53:19.644, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 316.14 W, 50
2026/05/18 20:53:20.644, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 324.59 W, 50
2026/05/18 20:53:21.644, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 337.54 W, 51
2026/05/18 20:53:22.645, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 363.71 W, 51
2026/05/18 20:53:23.645, 0, NVIDIA A100-SXM4-80GB, 98 %, 34 %, 10607 MiB, 81920 MiB, 348.43 W, 50
2026/05/18 20:53:24.645, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 334.24 W, 50
2026/05/18 20:53:25.645, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 358.67 W, 51
2026/05/18 20:53:26.645, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 341.49 W, 51
2026/05/18 20:53:27.646, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 327.90 W, 51
2026/05/18 20:53:28.646, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 328.82 W, 51
2026/05/18 20:53:29.646, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 314.63 W, 51
2026/05/18 20:53:30.646, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 335.16 W, 51
2026/05/18 20:53:31.647, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 344.20 W, 51
2026/05/18 20:53:32.647, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 352.06 W, 51
2026/05/18 20:53:33.647, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 307.09 W, 51
2026/05/18 20:53:34.647, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 327.63 W, 51
2026/05/18 20:53:35.650, 0, NVIDIA A100-SXM4-80GB, 98 %, 35 %, 10607 MiB, 81920 MiB, 311.32 W, 51
2026/05/18 20:53:36.654, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 327.63 W, 51
2026/05/18 20:53:37.655, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 346.59 W, 51
2026/05/18 20:53:38.658, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 361.98 W, 51
2026/05/18 20:53:39.658, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 344.48 W, 51
2026/05/18 20:53:40.658, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 289.89 W, 50
2026/05/18 20:53:41.658, 0, NVIDIA A100-SXM4-80GB, 98 %, 34 %, 10607 MiB, 81920 MiB, 312.24 W, 51
2026/05/18 20:53:42.659, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 331.20 W, 51
2026/05/18 20:53:43.659, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 336.08 W, 51
2026/05/18 20:53:44.659, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 325.52 W, 51
2026/05/18 20:53:45.659, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 319.18 W, 51
2026/05/18 20:53:46.660, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 331.20 W, 51
2026/05/18 20:53:47.660, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 342.10 W, 51
2026/05/18 20:53:48.660, 0, NVIDIA A100-SXM4-80GB, 98 %, 34 %, 10607 MiB, 81920 MiB, 349.03 W, 51
2026/05/18 20:53:49.660, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 326.38 W, 51
2026/05/18 20:53:50.964, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 355.27 W, 51
2026/05/18 20:53:52.092, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 301.68 W, 51
2026/05/18 20:53:53.092, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 320.37 W, 51
2026/05/18 20:53:54.094, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 324.59 W, 51
2026/05/18 20:53:55.094, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 319.45 W, 51
2026/05/18 20:53:56.094, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 338.46 W, 51
2026/05/18 20:53:57.094, 0, NVIDIA A100-SXM4-80GB, 98 %, 35 %, 10607 MiB, 81920 MiB, 363.44 W, 51
2026/05/18 20:53:58.095, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 344.48 W, 51
2026/05/18 20:53:59.095, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 322.81 W, 51
2026/05/18 20:54:00.096, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 318.85 W, 51
2026/05/18 20:54:01.096, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 332.72 W, 51
2026/05/18 20:54:02.096, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 327.90 W, 52
2026/05/18 20:54:03.097, 0, NVIDIA A100-SXM4-80GB, 99 %, 36 %, 10607 MiB, 81920 MiB, 337.27 W, 52
2026/05/18 20:54:04.097, 0, NVIDIA A100-SXM4-80GB, 98 %, 35 %, 10607 MiB, 81920 MiB, 330.61 W, 51
2026/05/18 20:54:05.097, 0, NVIDIA A100-SXM4-80GB, 99 %, 35 %, 10607 MiB, 81920 MiB, 328.50 W, 51
2026/05/18 20:54:06.097, 0, NVIDIA A100-SXM4-80GB, 66 %, 2 %, 0 MiB, 81920 MiB, 122.30 W, 43
